A_f,B_f,C_f,D_f,E_f,F_f,G_f,customer_ID
0,0,4,3,1,0,2,10002098
1,0,3,3,1,0,2,10002099
1,0,3,3,1,0,1,10002101
0,0,1,1,0,0,1,10002103
1,1,3,3,1,1,3,10002104
1,1,3,2,1,1,3,10002106
0,1,3,3,0,2,2,10002108
1,0,3,1,0,1,2,10002111
1,1,1,3,1,2,1,10002119
1,1,3,3,1,2,3,10002121
1,0,2,3,1,2,3,10002122
1,1,4,3,1,1,3,10002126
1,1,2,2,1,1,4,10002128
1,0,4,3,1,2,3,10002129
2,1,2,3,1,2,3,10002130
1,0,2,3,0,1,2,10002132
1,0,3,3,0,0,2,10002136
2,0,1,1,0,3,2,10002138
2,1,3,3,1,1,3,10002139
2,0,1,1,0,2,3,10002140
0,0,1,1,0,0,4,10002144
2,1,1,2,1,0,2,10002146
1,1,1,1,1,1,3,10002147
0,0,1,1,0,0,3,10002148
1,1,3,3,1,2,1,10002149
1,0,2,2,0,2,2,10002151
2,0,3,3,1,3,3,10002152
1,0,2,2,0,1,2,10002153
1,0,2,2,1,2,1,10002158
1,0,3,3,1,0,1,10002159
1,1,2,2,1,1,2,10002161
1,1,3,3,1,1,4,10002169
1,1,2,3,0,2,1,10002172
1,1,1,3,1,2,2,10002177
1,0,1,3,0,1,1,10002178
1,1,1,2,1,0,2,10002180
1,1,3,3,1,2,2,10002187
1,0,3,3,1,0,2,10002189
1,1,2,2,1,2,3,10002194
1,1,3,3,1,0,2,10002201
0,0,2,3,0,0,2,10002202
1,0,2,3,0,2,2,10002204
0,0,3,3,0,0,2,10002205
1,0,3,3,1,2,3,10002210
1,0,2,2,0,2,1,10002211
0,0,2,3,0,0,3,10002213
0,1,1,1,0,0,1,10002214
1,1,4,3,1,0,3,10002223
1,0,3,3,1,2,3,10002226
1,0,2,2,0,1,2,10002229
2,0,4,3,1,2,4,10002230
1,0,1,1,1,2,1,10002232
2,1,1,3,1,2,3,10002233
1,0,1,1,0,2,2,10002238
1,1,3,3,1,2,1,10002239
1,1,2,2,1,1,3,10002240
1,0,3,3,0,2,2,10002242
1,0,3,3,1,0,2,10002243
1,0,3,3,0,0,2,10002244
1,0,2,2,0,1,2,10002247
1,0,3,3,0,2,1,10002248
1,1,3,3,1,0,3,10002249
0,0,1,2,0,0,2,10002252
0,0,2,2,0,0,2,10002256
1,0,3,2,0,2,2,10002257
1,0,3,3,1,2,3,10002259
0,0,1,3,0,0,2,10002260
2,1,3,3,1,3,2,10002262
2,0,3,3,1,3,3,10002264
2,0,4,3,0,2,3,10002268
1,0,3,3,0,1,2,10002272
1,1,4,3,0,2,1,10002275
1,1,3,1,1,1,2,10002276
1,1,1,1,1,0,2,10002277
0,0,3,3,0,0,3,10002278
0,0,1,2,0,0,3,10002280
0,1,1,1,0,0,2,10002284
0,0,3,3,0,0,2,10002288
2,0,3,2,1,0,2,10002290
1,0,2,2,0,2,3,10002292
1,0,3,3,1,0,2,10002296
1,0,3,3,0,2,2,10002297
1,0,3,3,0,2,1,10002299
0,0,3,3,0,0,2,10002300
0,0,1,1,0,0,2,10002301
1,0,3,3,0,1,2,10002304
1,0,2,3,0,2,2,10002308
0,1,2,3,0,0,1,10002311
2,1,1,1,1,2,3,10002316
1,0,3,3,1,2,3,10002318
0,1,1,1,0,0,1,10002323
1,0,2,2,1,2,4,10002328
1,1,3,3,1,1,2,10002329
1,1,3,3,1,1,1,10002336
1,0,2,3,0,1,1,10002339
1,1,1,1,1,0,3,10002343
1,1,1,2,1,2,2,10002346
1,0,3,3,0,2,2,10002351
0,1,1,2,0,0,2,10002352
1,1,2,2,1,2,1,10002353
1,0,1,2,1,0,2,10002357
1,1,1,2,0,2,2,10002358
1,0,1,1,0,2,1,10002360
1,0,3,3,1,1,4,10002362
0,0,2,2,0,0,2,10002363
0,0,1,1,0,0,1,10002366
0,0,3,3,0,0,1,10002367
1,1,3,3,1,2,2,10002370
1,1,3,3,1,2,2,10002380
0,0,1,1,0,0,2,10002382
2,0,2,3,0,1,3,10002383
2,0,3,3,0,0,2,10002384
1,1,3,3,1,1,2,10002386
1,0,2,3,0,1,2,10002387
2,1,3,3,1,3,3,10002390
1,1,3,3,1,1,4,10002392
2,0,3,3,0,0,1,10002393
1,1,2,3,1,2,4,10002394
1,0,4,3,0,1,3,10002397
1,1,4,3,1,0,4,10002400
1,0,4,3,1,2,2,10002401
1,1,3,3,1,2,3,10002402
1,0,2,2,0,0,2,10002403
0,0,1,1,0,0,2,10002408
1,0,2,3,1,0,1,10002409
1,0,4,3,1,1,3,10002413
2,0,1,2,0,3,2,10002418
1,1,1,2,1,2,3,10002420
0,0,1,1,0,0,2,10002421
1,1,2,2,1,1,3,10002422
1,1,1,2,0,2,2,10002423
1,1,1,3,1,2,3,10002431
1,1,4,3,1,0,2,10002433
1,1,4,3,1,2,3,10002436
1,1,3,2,0,2,2,10002437
0,1,1,1,0,0,3,10002438
1,1,2,2,0,2,4,10002439
1,1,3,3,1,2,1,10002443
0,0,1,1,0,0,2,10002445
1,0,3,3,0,0,4,10002453
1,1,3,3,1,0,2,10002457
1,1,2,2,1,0,2,10002459
1,0,2,2,0,2,3,10002460
1,1,4,3,1,2,2,10002463
1,1,1,3,1,2,1,10002474
2,0,4,3,1,0,2,10002477
0,0,1,1,0,0,1,10002484
0,1,2,2,0,0,1,10002486
2,0,1,2,0,2,2,10002487
1,0,4,3,0,2,3,10002489
1,1,1,3,0,1,3,10002490
1,1,4,3,1,1,3,10002494
1,0,3,3,0,0,2,10002495
2,0,1,1,1,3,1,10002498
1,0,3,3,1,2,1,10002501
1,0,2,3,0,2,3,10002504
2,1,3,3,1,0,3,10002505
1,1,4,3,1,0,2,10002508
1,0,1,2,0,2,3,10002509
1,0,3,3,1,2,3,10002512
2,0,2,3,0,0,2,10002515
2,0,2,1,1,2,2,10002517
1,1,3,3,1,1,2,10002518
0,0,1,1,0,0,2,10002519
2,1,3,3,1,2,2,10002520
2,0,3,3,0,3,4,10002522
1,1,1,1,1,2,2,10002524
0,1,3,3,0,0,3,10002525
0,0,3,3,0,0,1,10002527
0,1,1,1,0,0,2,10002528
1,1,3,2,1,2,3,10002529
1,0,2,3,0,0,2,10002531
1,1,2,2,0,2,2,10002536
1,1,2,3,1,2,3,10002537
1,1,3,3,1,2,3,10002539
1,0,1,2,0,2,2,10002541
2,0,1,1,0,3,1,10002542
1,1,3,2,1,2,2,10002545
2,0,3,3,0,0,2,10002547
1,0,1,2,0,2,2,10002548
1,0,1,2,0,0,2,10002554
1,1,3,3,1,1,2,10002567
1,1,1,3,1,2,3,10002571
1,0,3,3,0,2,2,10002572
1,1,2,3,1,2,4,10002574
0,1,1,1,0,0,3,10002577
1,0,1,3,1,2,3,10002580
0,0,3,3,0,2,4,10002581
1,0,2,2,1,2,2,10002582
1,1,2,3,1,2,1,10002583
1,1,2,3,1,0,2,10002587
1,0,3,3,0,2,1,10002590
1,1,3,3,1,2,2,10002595
1,1,3,3,1,2,2,10002596
2,1,1,3,1,3,3,10002597
0,0,1,3,0,0,3,10002598
1,1,1,3,0,1,2,10002599
1,0,4,3,1,0,2,10002601
1,1,3,2,1,1,4,10002602
1,0,2,2,1,2,1,10002603
0,0,4,3,0,0,2,10002607
0,1,2,2,0,0,2,10002608
1,1,2,2,1,2,1,10002610
2,0,3,3,1,0,1,10002611
0,0,2,3,0,0,3,10002617
0,0,2,3,0,0,2,10002618
1,1,2,3,1,2,1,10002619
1,1,2,3,1,2,2,10002623
1,1,1,1,1,1,1,10002628
1,1,1,1,1,1,1,10002631
2,1,3,3,0,2,3,10002634
0,0,1,1,0,0,2,10002635
2,1,1,2,1,3,3,10002640
1,0,3,3,0,2,3,10002643
1,1,2,3,1,2,2,10002646
1,0,1,1,1,1,3,10002648
1,0,3,1,0,2,3,10002652
1,1,4,3,0,2,2,10002653
1,0,3,2,0,2,3,10002654
1,1,1,1,1,1,4,10002655
1,1,3,3,1,2,3,10002659
0,1,3,2,0,1,2,10002664
1,0,2,2,1,2,2,10002671
1,0,3,3,1,1,2,10002674
0,1,1,3,0,0,3,10002677
1,0,1,2,0,2,1,10002682
0,0,1,2,0,0,2,10002686
1,0,3,3,1,2,3,10002687
1,0,3,3,0,2,2,10002689
1,0,4,3,1,1,4,10002690
1,0,3,3,1,0,1,10002693
1,0,1,3,0,0,1,10002694
2,0,3,3,0,2,2,10002695
0,0,1,3,0,1,2,10002697
1,1,1,3,1,1,3,10002699
1,0,3,3,0,1,3,10002701
1,1,2,2,1,1,2,10002702
1,0,1,2,0,0,2,10002704
0,0,3,2,0,0,2,10002708
1,0,1,2,0,2,1,10002715
1,1,1,1,1,1,2,10002719
2,1,1,3,0,2,2,10002720
1,0,3,2,0,2,1,10002723
1,0,3,3,1,2,3,10002733
0,0,4,3,0,0,2,10002734
1,0,2,3,1,1,1,10002742
1,0,3,3,1,0,2,10002744
0,0,1,1,0,0,2,10002745
2,0,4,3,0,1,3,10002754
1,0,4,3,0,1,3,10002755
2,0,3,3,1,2,2,10002756
0,1,3,2,0,0,2,10002762
1,1,2,2,1,2,2,10002764
1,1,3,2,1,2,1,10002765
0,0,1,1,0,0,2,10002769
0,0,1,2,0,0,3,10002771
1,0,3,3,0,2,2,10002772
1,1,1,2,1,1,4,10002773
1,1,4,3,1,1,3,10002774
0,1,1,2,0,0,3,10002775
1,0,3,3,0,2,2,10002776
1,1,3,2,1,1,2,10002777
2,0,4,3,0,1,4,10002786
1,1,2,3,1,1,2,10002789
1,0,1,2,0,2,3,10002790
1,0,1,1,0,2,3,10002791
1,1,3,3,1,2,3,10002793
0,0,2,1,0,0,2,10002796
1,0,3,3,0,0,4,10002799
1,0,1,2,0,2,1,10002801
1,1,3,3,1,0,4,10002803
0,0,1,1,0,0,2,10002804
0,1,1,3,0,0,2,10002812
1,0,2,2,0,1,1,10002815
0,0,1,2,0,0,2,10002816
1,1,1,3,1,1,4,10002817
1,0,3,3,1,1,3,10002819
1,0,1,1,0,2,2,10002820
2,1,1,3,1,2,2,10002824
1,1,1,2,1,2,2,10002825
1,1,1,2,1,1,3,10002827
1,0,3,3,1,1,2,10002828
1,0,1,3,0,2,1,10002842
0,1,1,1,0,0,2,10002843
1,1,3,3,1,2,1,10002845
1,1,2,2,1,2,1,10002846
0,0,3,3,0,0,2,10002847
1,0,2,1,0,2,1,10002848
0,0,2,2,0,0,2,10002850
1,0,2,3,0,2,1,10002855
1,1,2,2,1,2,1,10002859
1,0,1,2,0,1,2,10002862
1,1,3,2,1,0,1,10002863
1,1,3,3,0,2,2,10002866
1,1,3,3,1,1,1,10002867
1,1,3,3,1,2,2,10002868
1,1,2,2,0,1,3,10002872
2,0,1,3,0,2,2,10002873
1,1,1,1,1,1,1,10002874
1,0,4,3,0,2,2,10002879
1,0,2,3,1,1,4,10002881
1,1,1,3,1,2,2,10002883
1,0,3,3,0,2,3,10002885
1,0,3,3,0,0,2,10002886
1,1,2,2,1,2,4,10002889
1,1,3,3,1,2,3,10002893
1,0,2,2,0,2,1,10002899
0,0,1,1,0,0,3,10002903
1,1,3,2,1,0,2,10002905
1,0,2,2,0,2,1,10002911
2,0,3,3,0,0,2,10002912
2,0,1,1,0,2,2,10002914
0,0,3,3,0,0,4,10002915
1,1,3,3,1,2,3,10002918
1,1,3,3,1,1,4,10002921
1,1,3,3,1,1,1,10002922
2,0,1,3,1,2,1,10002926
0,0,1,3,0,0,3,10002931
0,0,2,2,0,0,2,10002936
1,1,1,2,1,2,3,10002938
1,1,1,2,1,1,3,10002939
0,0,2,3,0,0,2,10002941
1,0,3,3,0,1,2,10002943
1,1,1,1,0,1,1,10002945
1,0,3,3,1,2,2,10002949
1,1,3,2,0,1,4,10002950
1,0,3,3,0,2,3,10002952
1,1,4,3,0,2,2,10002954
2,1,3,3,1,0,2,10002965
0,1,3,3,0,0,3,10002967
1,1,2,2,1,2,3,10002968
1,1,1,2,1,2,1,10002969
1,0,3,3,0,1,2,10002970
1,0,1,1,1,0,2,10002971
1,0,3,3,1,0,4,10002972
1,0,3,2,0,1,3,10002976
1,0,1,2,0,2,3,10002977
1,0,3,3,1,1,3,10002980
1,0,3,3,0,1,1,10002983
0,1,2,2,0,0,2,10002984
1,1,3,3,1,1,2,10002990
2,0,4,3,1,0,1,10002992
1,0,1,3,0,2,3,10002993
1,0,2,2,0,2,3,10002995
2,0,1,1,0,3,2,10002999
1,0,3,2,1,1,2,10003001
0,1,2,2,0,0,1,10003002
1,1,2,3,0,2,2,10003004
1,1,1,1,0,0,1,10003006
1,1,1,3,1,2,2,10003010
1,0,3,3,1,2,1,10003011
0,0,1,2,0,0,1,10003012
1,1,3,2,0,1,3,10003015
0,1,3,3,1,0,2,10003019
0,0,1,1,0,0,2,10003023
2,1,1,3,1,3,3,10003024
2,1,1,2,1,3,1,10003025
2,0,2,3,1,3,3,10003026
1,0,3,2,0,0,3,10003027
0,0,1,3,0,0,1,10003029
1,1,3,3,1,0,2,10003038
1,1,3,3,1,2,4,10003039
0,1,1,3,1,0,2,10003043
0,0,1,1,0,0,2,10003044
1,0,1,1,0,2,1,10003052
1,0,3,3,0,1,2,10003058
1,1,3,2,0,1,4,10003059
1,1,1,3,1,2,3,10003060
1,0,3,3,0,2,2,10003061
1,1,2,3,1,1,3,10003062
1,0,1,1,0,1,2,10003070
1,0,3,3,0,2,3,10003071
1,1,1,2,1,1,2,10003073
1,0,2,1,0,2,2,10003076
1,0,2,2,0,2,2,10003077
1,0,3,2,0,2,2,10003081
1,1,3,3,1,0,2,10003082
1,1,1,2,1,1,1,10003084
1,1,3,3,1,2,3,10003086
2,1,3,3,1,3,4,10003087
1,1,1,1,0,1,3,10003090
1,1,3,3,0,2,2,10003098
1,0,1,1,1,0,1,10003106
0,0,2,2,0,0,2,10003109
2,0,3,3,1,3,3,10003110
2,1,3,2,1,0,2,10003112
2,1,1,1,1,3,4,10003115
0,0,1,2,0,0,3,10003118
1,0,3,3,1,2,3,10003125
2,0,1,1,0,2,2,10003128
1,0,3,3,0,2,3,10003131
0,1,1,1,0,0,2,10003133
2,1,3,3,1,0,2,10003138
1,0,1,3,0,2,1,10003139
0,1,1,1,0,0,1,10003142
1,1,3,3,1,1,3,10003143
1,1,3,3,1,0,2,10003146
1,1,3,3,1,0,2,10003147
1,1,4,3,1,2,2,10003149
1,1,3,3,0,2,1,10003150
1,0,3,3,1,1,1,10003159
1,0,3,3,0,1,1,10003161
0,0,1,1,0,0,2,10003167
1,1,2,3,1,1,2,10003168
1,1,4,3,1,1,3,10003169
0,0,1,1,0,0,1,10003171
2,0,1,1,0,3,2,10003176
0,0,1,1,0,0,2,10003181
1,0,3,3,0,2,2,10003182
1,1,3,3,1,2,2,10003183
1,0,2,3,0,2,3,10003184
0,0,3,3,0,1,3,10003186
1,0,3,3,0,0,2,10003187
1,1,4,3,1,0,2,10003188
1,0,3,3,0,2,2,10003189
0,0,3,3,0,0,2,10003190
1,0,3,3,1,2,2,10003195
2,1,3,3,1,0,1,10003205
1,0,1,3,0,0,2,10003206
0,1,3,3,0,0,2,10003212
1,1,3,3,1,2,3,10003214
1,0,2,3,0,2,1,10003216
1,1,3,3,0,2,3,10003220
0,0,2,2,0,0,2,10003222
1,0,3,3,1,1,3,10003227
1,1,1,3,0,2,2,10003228
1,1,3,3,0,2,1,10003229
1,0,2,3,0,1,2,10003230
0,0,1,3,0,0,2,10003237
1,0,3,3,1,2,3,10003238
1,1,3,3,1,2,1,10003239
1,1,3,2,1,2,2,10003240
1,1,3,3,1,2,1,10003243
0,1,3,3,1,0,2,10003247
1,0,1,1,0,2,2,10003249
0,0,3,3,1,1,1,10003251
1,0,3,3,0,0,2,10003256
1,1,1,2,1,1,1,10003258
1,1,3,3,0,2,2,10003259
1,0,3,3,0,0,2,10003264
1,0,3,3,0,1,2,10003267
2,0,1,1,0,1,2,10003269
1,0,2,2,0,2,3,10003270
2,0,1,1,0,1,2,10003272
1,0,3,2,0,2,1,10003274
1,0,3,3,1,2,3,10003279
1,1,3,3,0,1,2,10003281
0,0,1,2,0,0,2,10003282
1,1,3,3,1,1,2,10003284
1,1,3,3,1,2,3,10003285
2,0,1,1,0,3,2,10003292
1,1,2,3,0,2,2,10003294
1,1,1,1,1,2,2,10003297
1,0,1,1,1,1,2,10003298
1,0,1,1,0,1,1,10003304
2,0,2,2,0,1,2,10003305
2,0,1,3,0,3,3,10003306
1,0,3,3,0,2,1,10003310
2,1,3,3,1,1,2,10003312
1,1,1,3,1,2,3,10003316
0,0,1,1,0,0,2,10003322
1,0,1,3,0,2,3,10003323
1,1,2,2,1,1,2,10003324
1,1,2,3,0,2,2,10003326
1,0,3,3,1,1,2,10003327
1,1,1,3,1,1,3,10003328
1,0,2,2,0,1,4,10003332
1,1,4,3,1,2,3,10003333
0,0,1,1,0,0,2,10003334
0,0,3,3,0,0,3,10003338
1,0,3,3,1,2,4,10003342
0,0,1,2,0,0,2,10003345
1,0,3,3,0,2,2,10003347
0,0,3,3,0,0,2,10003348
1,0,3,3,1,2,3,10003352
1,0,3,3,1,2,2,10003357
1,0,3,3,0,2,3,10003359
1,0,4,3,0,2,3,10003360
1,1,1,3,1,2,3,10003361
1,1,3,3,1,0,3,10003362
1,0,2,3,0,2,2,10003364
0,0,4,3,0,2,2,10003367
1,0,2,3,1,0,1,10003377
1,1,3,3,1,0,2,10003383
0,0,2,3,0,0,2,10003386
1,1,3,3,1,2,3,10003391
1,0,3,3,0,2,2,10003392
1,1,2,3,1,2,2,10003394
0,1,2,2,0,0,1,10003395
0,0,1,1,0,0,2,10003398
0,0,1,1,0,0,1,10003400
0,1,3,2,0,0,1,10003402
1,0,3,3,0,2,2,10003403
2,0,2,2,0,3,1,10003405
0,0,1,2,0,0,2,10003407
1,0,1,2,1,2,1,10003408
0,0,2,2,0,0,2,10003409
1,1,3,2,1,1,2,10003410
1,0,1,3,0,2,3,10003412
1,1,3,3,1,2,2,10003415
1,0,3,3,0,0,2,10003416
0,0,3,3,0,0,2,10003418
2,0,3,3,1,2,3,10003420
0,0,2,2,0,0,3,10003422
1,1,1,2,1,2,1,10003425
1,1,4,3,1,0,2,10003433
2,0,2,3,0,2,2,10003434
1,0,2,3,0,2,1,10003436
1,1,4,3,1,2,2,10003439
1,0,3,3,0,0,4,10003441
1,0,3,3,1,1,1,10003442
0,0,2,3,1,0,2,10003443
0,0,1,3,0,0,1,10003451
1,1,3,2,1,2,2,10003452
1,1,3,3,1,1,4,10003453
1,0,3,3,1,0,2,10003456
1,1,3,3,1,1,3,10003460
1,0,3,3,1,1,3,10003461
2,0,3,3,0,3,2,10003466
1,1,3,3,1,0,2,10003468
1,0,1,3,0,2,1,10003471
1,0,2,3,1,1,3,10003472
2,0,2,3,0,0,1,10003473
2,1,1,3,0,2,4,10003476
0,0,3,3,0,0,2,10003478
1,0,3,3,1,1,3,10003485
1,1,1,2,1,2,2,10003487
1,1,2,2,1,2,2,10003499
1,1,1,1,1,2,3,10003500
1,0,2,2,0,2,1,10003502
1,0,2,3,1,0,2,10003511
1,0,3,3,0,1,1,10003520
1,0,1,2,0,1,2,10003521
1,0,1,1,0,2,3,10003522
0,1,2,2,0,0,4,10003523
1,1,1,2,1,2,2,10003527
1,1,2,2,1,1,1,10003528
1,0,3,3,0,2,3,10003532
0,0,2,3,0,0,1,10003533
0,0,4,3,0,0,4,10003534
1,0,3,3,0,2,3,10003536
1,0,1,2,0,2,4,10003538
1,1,1,2,1,1,3,10003540
1,1,1,3,1,1,3,10003541
1,0,3,3,0,1,3,10003544
1,0,2,3,1,1,2,10003548
1,1,3,3,1,0,2,10003549
1,0,3,3,1,2,4,10003551
1,0,3,3,0,0,2,10003552
1,0,1,1,0,2,2,10003553
1,1,3,3,1,2,3,10003555
1,0,1,3,0,1,3,10003557
1,0,4,3,0,2,3,10003558
2,1,4,3,1,2,1,10003559
1,0,3,3,0,2,3,10003560
1,1,3,3,1,2,3,10003564
1,0,3,3,0,0,2,10003565
1,0,2,3,1,2,3,10003576
1,1,2,3,1,1,3,10003577
1,1,3,3,1,2,3,10003578
2,1,2,2,0,3,4,10003584
2,1,3,3,1,0,2,10003586
1,0,1,2,0,2,2,10003587
2,1,1,2,0,3,2,10003588
1,1,3,3,1,2,4,10003589
0,0,1,3,0,0,2,10003590
1,1,1,1,1,1,2,10003591
1,0,3,3,0,1,3,10003592
1,1,3,3,1,1,3,10003595
2,0,4,3,0,0,2,10003599
1,1,3,3,1,1,4,10003601
1,0,1,3,0,2,3,10003602
2,0,3,3,1,2,2,10003604
1,0,3,3,0,2,3,10003607
0,0,1,1,0,0,2,10003614
1,0,4,3,0,1,3,10003616
1,0,1,3,0,2,2,10003619
1,1,3,3,1,1,4,10003620
0,0,2,2,0,0,2,10003622
1,1,1,1,1,1,2,10003629
0,0,2,2,0,0,2,10003630
1,0,2,2,0,2,2,10003635
1,0,2,2,1,1,2,10003638
0,0,1,1,0,0,1,10003639
1,1,1,1,1,2,1,10003641
1,1,3,3,1,2,1,10003647
1,0,2,2,0,2,2,10003648
1,0,3,3,0,2,1,10003651
1,0,1,2,0,2,2,10003652
0,0,3,3,0,2,1,10003654
1,1,4,3,1,0,2,10003657
1,1,3,3,1,0,2,10003659
2,1,3,3,1,2,3,10003667
1,1,2,3,1,2,3,10003668
1,1,1,3,1,1,4,10003669
0,1,1,1,0,0,1,10003673
0,0,2,2,0,2,1,10003675
1,1,1,2,1,2,3,10003678
1,0,4,3,1,1,2,10003679
1,0,1,1,0,2,1,10003683
2,1,1,1,0,3,1,10003687
1,0,3,3,0,2,1,10003688
1,0,2,2,0,2,2,10003690
1,1,3,1,1,2,1,10003692
1,1,1,3,1,1,4,10003693
0,0,2,2,0,0,2,10003697
0,0,3,3,0,2,2,10003699
2,1,2,2,0,2,2,10003701
0,1,1,3,1,2,2,10003703
1,0,4,3,1,2,3,10003705
1,1,3,3,1,2,3,10003706
1,0,3,3,1,0,1,10003712
1,1,4,3,1,2,3,10003713
1,1,3,3,1,1,1,10003716
1,1,3,3,1,2,3,10003719
1,1,2,3,1,0,3,10003721
1,0,1,3,0,2,2,10003723
1,1,3,3,1,1,3,10003726
1,1,2,1,1,0,2,10003727
1,0,1,3,0,2,3,10003728
1,0,4,3,1,1,3,10003729
1,1,3,3,1,1,1,10003731
2,0,1,1,0,3,1,10003736
1,0,1,1,0,1,3,10003737
1,0,2,2,1,2,1,10003742
0,0,2,2,0,0,3,10003744
1,1,3,3,1,2,3,10003746
0,0,3,3,0,0,2,10003749
0,0,3,3,0,0,3,10003751
0,0,1,3,0,0,2,10003754
1,0,4,3,0,1,2,10003755
1,0,1,2,0,2,1,10003760
1,0,3,3,0,2,2,10003761
1,0,2,3,0,2,1,10003762
0,0,1,2,0,0,2,10003765
1,0,1,3,0,2,4,10003774
1,0,3,3,0,2,3,10003776
2,0,3,3,0,2,2,10003777
1,1,3,3,1,1,3,10003779
1,0,2,3,0,2,3,10003780
1,1,2,2,1,2,2,10003782
1,0,2,2,1,1,1,10003784
1,0,3,3,0,2,3,10003785
1,0,1,1,0,2,2,10003788
0,1,1,2,0,0,2,10003789
1,1,2,2,1,2,1,10003792
1,0,3,3,0,1,3,10003794
1,0,2,3,0,1,3,10003797
1,0,3,2,0,2,1,10003798
0,0,2,1,0,0,2,10003799
1,0,1,3,0,2,3,10003801
2,1,1,2,0,3,2,10003803
1,0,3,3,0,2,4,10003804
0,0,1,1,0,0,3,10003805
1,0,3,3,1,1,3,10003810
1,1,1,3,1,2,3,10003813
1,1,3,3,0,0,2,10003814
1,0,3,3,1,0,2,10003818
1,1,1,2,0,2,4,10003824
1,1,2,2,1,1,2,10003825
1,1,2,3,1,1,4,10003828
1,0,3,3,1,2,1,10003829
1,0,1,1,0,2,2,10003830
1,1,2,3,1,2,3,10003832
1,0,1,1,0,1,1,10003835
1,1,1,2,1,2,1,10003839
1,0,2,3,1,0,2,10003845
0,1,3,3,0,0,3,10003846
1,0,3,3,1,0,2,10003847
2,1,3,3,1,1,2,10003849
0,0,3,3,0,0,2,10003858
1,0,3,3,0,2,2,10003861
1,1,3,3,1,1,1,10003863
1,0,3,3,0,1,2,10003864
0,0,1,3,0,0,1,10003865
1,1,3,3,1,2,3,10003866
1,1,3,3,1,0,2,10003867
1,1,3,3,1,1,3,10003869
1,1,2,3,0,2,3,10003870
0,0,2,3,0,0,2,10003871
1,1,3,3,0,2,1,10003873
1,0,1,1,0,2,2,10003874
1,0,4,3,0,1,2,10003877
1,1,3,3,1,0,2,10003882
1,0,3,2,0,0,2,10003884
0,0,1,1,0,3,2,10003885
1,1,1,1,0,2,1,10003887
1,1,2,2,1,2,2,10003889
1,0,2,2,0,2,3,10003891
1,0,1,1,0,1,2,10003902
1,0,3,3,1,2,3,10003906
1,0,3,3,0,2,2,10003910
1,1,2,2,0,2,1,10003916
1,1,4,3,1,2,3,10003920
1,0,3,3,0,1,2,10003922
0,0,3,3,0,0,1,10003923
1,0,3,3,0,2,4,10003924
1,0,4,3,0,0,3,10003927
1,1,2,3,1,1,3,10003932
1,1,3,3,1,1,2,10003933
1,1,2,2,1,1,3,10003935
1,1,4,3,1,2,1,10003937
2,0,3,3,1,0,2,10003938
0,1,3,3,1,0,2,10003940
2,1,3,3,0,3,2,10003941
0,0,2,2,0,0,2,10003952
1,0,1,3,0,2,3,10003953
1,0,1,3,1,0,1,10003963
1,1,3,3,1,1,4,10003964
1,0,4,3,0,0,2,10003965
0,0,4,2,0,0,2,10003966
1,1,3,2,1,2,2,10003968
1,1,3,3,1,2,3,10003969
2,1,3,3,1,0,3,10003971
1,0,3,3,0,1,2,10003975
1,1,1,3,0,2,3,10003976
1,1,3,3,0,1,2,10003977
1,0,3,3,1,2,3,10003979
1,0,2,3,0,2,3,10003981
2,0,3,3,0,0,1,10003982
1,1,2,2,1,1,2,10003983
1,0,3,3,1,2,4,10003987
0,0,3,3,0,0,2,10003988
1,1,3,3,1,2,3,10003989
1,1,2,3,1,1,1,10003990
1,1,3,3,1,2,2,10003991
1,1,2,3,0,2,3,10003992
1,1,3,3,0,0,2,10003993
1,0,4,3,0,2,1,10003994
2,1,2,3,0,3,2,10003996
0,0,1,1,0,0,2,10003997
0,0,3,3,0,0,2,10004000
0,0,1,2,0,0,3,10004004
1,0,2,3,1,2,3,10004007
0,0,1,1,0,0,2,10004008
0,0,1,2,0,0,2,10004013
1,1,3,3,1,0,2,10004017
2,1,4,3,1,2,3,10004020
1,1,1,1,1,1,2,10004023
1,0,2,3,1,2,3,10004024
1,0,1,1,1,2,3,10004026
1,1,4,3,1,0,3,10004027
1,1,3,3,1,2,2,10004028
1,0,3,3,0,1,3,10004029
1,1,3,3,1,0,3,10004035
0,0,2,2,0,0,2,10004042
1,0,3,3,0,0,2,10004044
2,1,3,3,1,0,1,10004047
1,1,3,3,1,1,2,10004048
0,0,3,3,0,0,2,10004049
1,1,3,3,1,0,2,10004054
2,1,3,3,1,2,3,10004056
0,0,1,1,0,0,2,10004058
1,0,3,3,0,2,2,10004062
1,0,2,3,1,2,3,10004066
1,1,3,3,1,1,2,10004068
0,0,4,3,0,0,2,10004073
1,1,2,2,0,2,1,10004076
1,1,3,3,1,2,1,10004077
2,1,2,3,0,3,3,10004084
1,0,1,1,0,2,2,10004087
1,0,3,3,1,0,2,10004088
1,0,2,2,0,1,4,10004092
1,1,1,1,0,2,1,10004095
0,1,2,2,1,1,1,10004096
1,0,3,3,0,1,1,10004100
0,0,3,3,0,0,3,10004102
1,1,1,3,1,1,3,10004103
1,0,3,1,0,0,2,10004105
1,1,1,3,0,2,3,10004106
1,1,3,3,1,1,2,10004111
1,0,3,3,1,0,1,10004117
2,1,3,3,1,2,2,10004121
1,1,3,3,1,1,3,10004123
2,0,3,2,0,1,3,10004130
